Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Characteristics [Cell Labels],Comment [Experimental Replicate Date],Experimental Condition [Genetic Perturbation],Comment [Gene Identifier 1],Comment [Gene Identifier 2],Comment [Gene Symbol 1],Comment [Gene Symbol 2],Comment [Gene Annotation Comments],Assay Name,Source Name,Image File,Comment [Image File Path],Comment [Image File Type],Channels,Processed Data File
Exp07,2019-08-14_10Amutants_PreTiling2019-08-14_10Amutants_WellA1.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,14/08/2019,none,,,,,,2019-08-14_WellA1,2019-08-14-PostTiling-WellA1,2019-08-14_10Amutants_PreTiling2019-08-14_10Amutants_WellA1.ome.tiff,experimentA\2019-08-14,raw,phase contrast,idr0111-experimentA-processed
Exp07,2019-08-14_10Amutants_PreTiling2019-08-14_10Amutants_WellA2.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,14/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-14_WellA2,2019-08-14-PostTiling-WellA2,2019-08-14_10Amutants_PreTiling2019-08-14_10Amutants_WellA2.ome.tiff,experimentA\2019-08-14,raw,phase contrast,idr0111-experimentA-processed
Exp07,2019-08-14_10Amutants_PreTiling2019-08-14_10Amutants_WellA3.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,14/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-14_WellA3,2019-08-14-PostTiling-WellA3,2019-08-14_10Amutants_PreTiling2019-08-14_10Amutants_WellA3.ome.tiff,experimentA\2019-08-14,raw,phase contrast,idr0111-experimentA-processed
Exp07,2019-08-14_10Amutants_PreTiling2019-08-14_10Amutants_WellA4.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,14/08/2019,kRas/PTEN-/-,ENSG00000133703,ENSG00000171862,PTEN,KRAS,gene identifier from Ensembl,2019-08-14_WellA4,2019-08-14-PostTiling-WellA4,2019-08-14_10Amutants_PreTiling2019-08-14_10Amutants_WellA4.ome.tiff,experimentA\2019-08-14,raw,phase contrast,idr0111-experimentA-processed
Exp07,2019-08-14_10Amutants_PreTiling2019-08-14_10Amutants_WellB1.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,14/08/2019,none,,,,,,2019-08-14_WellB1,2019-08-14-PostTiling-WellB1,2019-08-14_10Amutants_PreTiling2019-08-14_10Amutants_WellB1.ome.tiff,experimentA\2019-08-14,raw,phase contrast,idr0111-experimentA-processed
Exp07,2019-08-14_10Amutants_PreTiling2019-08-14_10Amutants_WellB2.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,14/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-14_WellB2,2019-08-14-PostTiling-WellB2,2019-08-14_10Amutants_PreTiling2019-08-14_10Amutants_WellB2.ome.tiff,experimentA\2019-08-14,raw,phase contrast,idr0111-experimentA-processed
Exp07,2019-08-14_10Amutants_PreTiling2019-08-14_10Amutants_WellB3.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,14/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-14_WellB3,2019-08-14-PostTiling-WellB3,2019-08-14_10Amutants_PreTiling2019-08-14_10Amutants_WellB3.ome.tiff,experimentA\2019-08-14,raw,phase contrast,idr0111-experimentA-processed
Exp07,2019-08-14_10Amutants_PreTiling2019-08-14_10Amutants_WellB4.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,14/08/2019,kRas/PTEN-/-,ENSG00000133703,ENSG00000171862,PTEN,KRAS,gene identifier from Ensembl,2019-08-14_WellB4,2019-08-14-PostTiling-WellB4,2019-08-14_10Amutants_PreTiling2019-08-14_10Amutants_WellB4.ome.tiff,experimentA\2019-08-14,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0001.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,none,,,,,,2019-08-15_WellA1,2019-08-15-Migration-XY0001,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0001.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0002.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,none,,,,,,2019-08-15_WellA1,2019-08-15-Migration-XY0002,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0002.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0003.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-15_WellA2,2019-08-15-Migration-XY0003,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0003.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0004.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-15_WellA2,2019-08-15-Migration-XY0004,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0004.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0005.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-15_WellA3,2019-08-15-Migration-XY0005,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0005.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0006.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-15_WellA3,2019-08-15-Migration-XY0006,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0006.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0007.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,kRas/PTEN-/-,ENSG00000133703,ENSG00000171862,PTEN,KRAS,gene identifier from Ensembl,2019-08-15_WellA4,2019-08-15-Migration-XY0007,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0007.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0008.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,kRas/PTEN-/-,ENSG00000133703,ENSG00000171862,PTEN,KRAS,gene identifier from Ensembl,2019-08-15_WellA4,2019-08-15-Migration-XY0008,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0008.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0009.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,kRas/PTEN-/-,ENSG00000133703,ENSG00000171862,PTEN,KRAS,gene identifier from Ensembl,2019-08-15_WellB4,2019-08-15-Migration-XY0009,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0009.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0010.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,kRas/PTEN-/-,ENSG00000133703,ENSG00000171862,PTEN,KRAS,gene identifier from Ensembl,2019-08-15_WellB4,2019-08-15-Migration-XY0010,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0010.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0011.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-15_WellB3,2019-08-15-Migration-XY0011,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0011.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0012.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-15_WellB3,2019-08-15-Migration-XY0012,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0012.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0013.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-15_WellB2,2019-08-15-Migration-XY0013,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0013.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0014.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-15_WellB2,2019-08-15-Migration-XY0014,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0014.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0015.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,none,,,,,,2019-08-15_WellB1,2019-08-15-Migration-XY0015,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0015.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0016.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,none,,,,,,2019-08-15_WellB1,2019-08-15-Migration-XY0016,2019-08-15_10Amutants_Migration2019-08-15_10Amutants_3minFrames_XY0016.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_PostTiling2019-08-15_10Amutants_WellA1.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,none,,,,,,2019-08-15_WellA1,2019-08-15-PreTiling-WellA1,2019-08-15_10Amutants_PostTiling2019-08-15_10Amutants_WellA1.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_PostTiling2019-08-15_10Amutants_WellA2.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-15_WellA2,2019-08-15-PreTiling-WellA2,2019-08-15_10Amutants_PostTiling2019-08-15_10Amutants_WellA2.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_PostTiling2019-08-15_10Amutants_WellA3.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-15_WellA3,2019-08-15-PreTiling-WellA3,2019-08-15_10Amutants_PostTiling2019-08-15_10Amutants_WellA3.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_PostTiling2019-08-15_10Amutants_WellA4.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,kRas/PTEN-/-,ENSG00000133703,ENSG00000171862,PTEN,KRAS,gene identifier from Ensembl,2019-08-15_WellA4,2019-08-15-PreTiling-WellA4,2019-08-15_10Amutants_PostTiling2019-08-15_10Amutants_WellA4.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_PostTiling2019-08-15_10Amutants_WellB1.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,none,,,,,,2019-08-15_WellB1,2019-08-15-PreTiling-WellB1,2019-08-15_10Amutants_PostTiling2019-08-15_10Amutants_WellB1.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_PostTiling2019-08-15_10Amutants_WellB2.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-15_WellB2,2019-08-15-PreTiling-WellB2,2019-08-15_10Amutants_PostTiling2019-08-15_10Amutants_WellB2.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_PostTiling2019-08-15_10Amutants_WellB3.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-15_WellB3,2019-08-15-PreTiling-WellB3,2019-08-15_10Amutants_PostTiling2019-08-15_10Amutants_WellB3.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_PostTiling2019-08-15_10Amutants_WellB4.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,kRas/PTEN-/-,ENSG00000133703,ENSG00000171862,PTEN,KRAS,gene identifier from Ensembl,2019-08-15_WellB4,2019-08-15-PreTiling-WellB4,2019-08-15_10Amutants_PostTiling2019-08-15_10Amutants_WellB4.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_PreTiling2019-08-15_10Amutants_WellA1.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,none,,,,,,2019-08-15_WellA1,2019-08-15-PostTiling-WellA1,2019-08-15_10Amutants_PreTiling2019-08-15_10Amutants_WellA1.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_PreTiling2019-08-15_10Amutants_WellA2.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-15_WellA2,2019-08-15-PostTiling-WellA2,2019-08-15_10Amutants_PreTiling2019-08-15_10Amutants_WellA2.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_PreTiling2019-08-15_10Amutants_WellA3.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-15_WellA3,2019-08-15-PostTiling-WellA3,2019-08-15_10Amutants_PreTiling2019-08-15_10Amutants_WellA3.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_PreTiling2019-08-15_10Amutants_WellA4.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,kRas/PTEN-/-,ENSG00000133703,ENSG00000171862,PTEN,KRAS,gene identifier from Ensembl,2019-08-15_WellA4,2019-08-15-PostTiling-WellA4,2019-08-15_10Amutants_PreTiling2019-08-15_10Amutants_WellA4.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_PreTiling2019-08-15_10Amutants_WellB1.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,none,,,,,,2019-08-15_WellB1,2019-08-15-PostTiling-WellB1,2019-08-15_10Amutants_PreTiling2019-08-15_10Amutants_WellB1.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_PreTiling2019-08-15_10Amutants_WellB2.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-15_WellB2,2019-08-15-PostTiling-WellB2,2019-08-15_10Amutants_PreTiling2019-08-15_10Amutants_WellB2.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_PreTiling2019-08-15_10Amutants_WellB3.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-15_WellB3,2019-08-15-PostTiling-WellB3,2019-08-15_10Amutants_PreTiling2019-08-15_10Amutants_WellB3.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp08,2019-08-15_10Amutants_PreTiling2019-08-15_10Amutants_WellB4.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,15/08/2019,kRas/PTEN-/-,ENSG00000133703,ENSG00000171862,PTEN,KRAS,gene identifier from Ensembl,2019-08-15_WellB4,2019-08-15-PostTiling-WellB4,2019-08-15_10Amutants_PreTiling2019-08-15_10Amutants_WellB4.ome.tiff,experimentA\2019-08-15,raw,phase contrast,idr0111-experimentA-processed
Exp09,2019-08-27_10Amutants_Migration2019-08-27_10Amutants_3minFrames_XY0001.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,27/08/2019,none,,,,,,2019-08-27_WellA1,2019-08-27-Migration-XY0001,2019-08-27_10Amutants_Migration2019-08-27_10Amutants_3minFrames_XY0001.ome.tiff,experimentA\2019-08-27,raw,phase contrast,idr0111-experimentA-processed
Exp09,2019-08-27_10Amutants_Migration2019-08-27_10Amutants_3minFrames_XY0002.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,27/08/2019,none,,,,,,2019-08-27_WellA1,2019-08-27-Migration-XY0002,2019-08-27_10Amutants_Migration2019-08-27_10Amutants_3minFrames_XY0002.ome.tiff,experimentA\2019-08-27,raw,phase contrast,idr0111-experimentA-processed
Exp09,2019-08-27_10Amutants_Migration2019-08-27_10Amutants_3minFrames_XY0003.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,27/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-27_WellA2,2019-08-27-Migration-XY0003,2019-08-27_10Amutants_Migration2019-08-27_10Amutants_3minFrames_XY0003.ome.tiff,experimentA\2019-08-27,raw,phase contrast,idr0111-experimentA-processed
Exp09,2019-08-27_10Amutants_Migration2019-08-27_10Amutants_3minFrames_XY0004.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,27/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-27_WellA2,2019-08-27-Migration-XY0004,2019-08-27_10Amutants_Migration2019-08-27_10Amutants_3minFrames_XY0004.ome.tiff,experimentA\2019-08-27,raw,phase contrast,idr0111-experimentA-processed
Exp09,2019-08-27_10Amutants_Migration2019-08-27_10Amutants_3minFrames_XY0005.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,27/08/2019,kRas/PTEN-/-,ENSG00000133703,ENSG00000171862,PTEN,KRAS,gene identifier from Ensembl,2019-08-27_WellB4,2019-08-27-Migration-XY0005,2019-08-27_10Amutants_Migration2019-08-27_10Amutants_3minFrames_XY0005.ome.tiff,experimentA\2019-08-27,raw,phase contrast,idr0111-experimentA-processed
Exp09,2019-08-27_10Amutants_Migration2019-08-27_10Amutants_3minFrames_XY0006.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,27/08/2019,kRas/PTEN-/-,ENSG00000133703,ENSG00000171862,PTEN,KRAS,gene identifier from Ensembl,2019-08-27_WellB4,2019-08-27-Migration-XY0006,2019-08-27_10Amutants_Migration2019-08-27_10Amutants_3minFrames_XY0006.ome.tiff,experimentA\2019-08-27,raw,phase contrast,idr0111-experimentA-processed
Exp09,2019-08-27_10Amutants_Migration2019-08-27_10Amutants_3minFrames_XY0007.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,27/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-27_WellB3,2019-08-27-Migration-XY0007,2019-08-27_10Amutants_Migration2019-08-27_10Amutants_3minFrames_XY0007.ome.tiff,experimentA\2019-08-27,raw,phase contrast,idr0111-experimentA-processed
Exp09,2019-08-27_10Amutants_Migration2019-08-27_10Amutants_3minFrames_XY0008.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,27/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-27_WellB3,2019-08-27-Migration-XY0008,2019-08-27_10Amutants_Migration2019-08-27_10Amutants_3minFrames_XY0008.ome.tiff,experimentA\2019-08-27,raw,phase contrast,idr0111-experimentA-processed
Exp09,2019-08-27_10Amutants_Migration2019-08-27_10Amutants_3minFrames_XY0009.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,27/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-27_WellB2,2019-08-27-Migration-XY0009,2019-08-27_10Amutants_Migration2019-08-27_10Amutants_3minFrames_XY0009.ome.tiff,experimentA\2019-08-27,raw,phase contrast,idr0111-experimentA-processed
Exp09,2019-08-27_10Amutants_Migration2019-08-27_10Amutants_3minFrames_XY0010.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,27/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-27_WellB2,2019-08-27-Migration-XY0010,2019-08-27_10Amutants_Migration2019-08-27_10Amutants_3minFrames_XY0010.ome.tiff,experimentA\2019-08-27,raw,phase contrast,idr0111-experimentA-processed
Exp09,2019-08-27_10Amutants_Migration2019-08-27_10Amutants_3minFrames_XY0011.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,27/08/2019,none,,,,,,2019-08-27_WellB1,2019-08-27-Migration-XY0011,2019-08-27_10Amutants_Migration2019-08-27_10Amutants_3minFrames_XY0011.ome.tiff,experimentA\2019-08-27,raw,phase contrast,idr0111-experimentA-processed
Exp09,2019-08-27_10Amutants_Migration2019-08-27_10Amutants_3minFrames_XY0012.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,27/08/2019,none,,,,,,2019-08-27_WellB1,2019-08-27-Migration-XY0012,2019-08-27_10Amutants_Migration2019-08-27_10Amutants_3minFrames_XY0012.ome.tiff,experimentA\2019-08-27,raw,phase contrast,idr0111-experimentA-processed
Exp09,2019-08-27_10Amutants_PostTiling2019-08-27_10Amutants_WellA1.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,27/08/2019,none,,,,,,2019-08-27_WellA1,2019-08-27-PreTiling-WellA1,2019-08-27_10Amutants_PostTiling2019-08-27_10Amutants_WellA1.ome.tiff,experimentA\2019-08-27,raw,phase contrast,idr0111-experimentA-processed
Exp09,2019-08-27_10Amutants_PostTiling2019-08-27_10Amutants_WellA2.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,27/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-27_WellA2,2019-08-27-PreTiling-WellA2,2019-08-27_10Amutants_PostTiling2019-08-27_10Amutants_WellA2.ome.tiff,experimentA\2019-08-27,raw,phase contrast,idr0111-experimentA-processed
